"Step","S4ClassicModel dplr+LN[] - test acc","S4ClassicModel dplr+LN[] - test acc__MIN","S4ClassicModel dplr+LN[] - test acc__MAX","S4ClassicModel diag+LN[] - test acc","S4ClassicModel diag+LN[] - test acc__MIN","S4ClassicModel diag+LN[] - test acc__MAX","MambaModel diag - test acc","MambaModel diag - test acc__MIN","MambaModel diag - test acc__MAX","MambaModel dplr - test acc","MambaModel dplr - test acc__MIN","MambaModel dplr - test acc__MAX","MambaModel s6 - test acc","MambaModel s6 - test acc__MIN","MambaModel s6 - test acc__MAX"
"24","0.7848","0.7848","0.7848","0.7552800000000001","0.7552800000000001","0.7552800000000001","0.8890000000000001","0.8890000000000001","0.8890000000000001","0.8971600000000001","0.8971600000000001","0.8971600000000001","0.8947600000000001","0.8947600000000001","0.8947600000000001"
"25","0.8000400000000001","0.8000400000000001","0.8000400000000001","0.7583200000000001","0.7583200000000001","0.7583200000000001","0.8882000000000001","0.8882000000000001","0.8882000000000001","0.89212","0.89212","0.89212","0.8967200000000001","0.8967200000000001","0.8967200000000001"
"26","0.7808","0.7808","0.7808","0.7018800000000001","0.7018800000000001","0.7018800000000001","0.8917200000000001","0.8917200000000001","0.8917200000000001","0.8978400000000001","0.8978400000000001","0.8978400000000001","0.8949600000000001","0.8949600000000001","0.8949600000000001"
"27","0.7963600000000001","0.7963600000000001","0.7963600000000001","0.7475600000000001","0.7475600000000001","0.7475600000000001","0.8868400000000001","0.8868400000000001","0.8868400000000001","0.8984000000000001","0.8984000000000001","0.8984000000000001","0.8949600000000001","0.8949600000000001","0.8949600000000001"
"28","0.8066000000000001","0.8066000000000001","0.8066000000000001","0.74924","0.74924","0.74924","0.8890800000000001","0.8890800000000001","0.8890800000000001","0.8980800000000001","0.8980800000000001","0.8980800000000001","0.89448","0.89448","0.89448"
"29","0.80244","0.80244","0.80244","0.7367600000000001","0.7367600000000001","0.7367600000000001","0.8897600000000001","0.8897600000000001","0.8897600000000001","0.8988800000000001","0.8988800000000001","0.8988800000000001","0.8947200000000001","0.8947200000000001","0.8947200000000001"
"30","0.7790400000000001","0.7790400000000001","0.7790400000000001","0.77148","0.77148","0.77148","0.8910800000000001","0.8910800000000001","0.8910800000000001","0.9002000000000001","0.9002000000000001","0.9002000000000001","0.8957600000000001","0.8957600000000001","0.8957600000000001"
"31","0.789","0.789","0.789","0.7588800000000001","0.7588800000000001","0.7588800000000001","0.8880000000000001","0.8880000000000001","0.8880000000000001","0.8982800000000001","0.8982800000000001","0.8982800000000001","0.8957600000000001","0.8957600000000001","0.8957600000000001"
"32","0.78968","0.78968","0.78968","0.7577200000000001","0.7577200000000001","0.7577200000000001","0.8892800000000001","0.8892800000000001","0.8892800000000001","0.9003200000000001","0.9003200000000001","0.9003200000000001","0.89512","0.89512","0.89512"
"33","0.78868","0.78868","0.78868","0.7465200000000001","0.7465200000000001","0.7465200000000001","0.8890000000000001","0.8890000000000001","0.8890000000000001","0.8985200000000001","0.8985200000000001","0.8985200000000001","0.8952000000000001","0.8952000000000001","0.8952000000000001"
"34","0.79264","0.79264","0.79264","0.75516","0.75516","0.75516","0.88956","0.88956","0.88956","0.8998800000000001","0.8998800000000001","0.8998800000000001","0.8951600000000001","0.8951600000000001","0.8951600000000001"
